,food_items,season,min_prize,max_prize,date,model prize
2175,Atta,Monsoon,25.85,42.78,2024-05-17,34.315
2176,Sugar,Monsoon,33.25,59.38,2024-01-22,46.315
2177,Vanaspati oil,Monsoon,153.25,210.25,2024-01-30,181.75
2178,Palm oil,Spring,122.25,191.16,2024-05-22,156.70499999999998
2179,Atta,Monsoon,38.36,49.61,2024-03-31,43.985
2180,Soya oil,Summer,176.55,193.78,2023-08-13,185.16500000000002
2181,Wheat,Monsoon,44.64,57.09,2022-09-11,50.865
2182,Potato,Summer,34.86,57.66,2024-04-30,46.26
2183,Soya oil,Summer,179.57,238.34,2023-04-03,208.95499999999998
2184,Sunflower oil,Winter,135.36,137.7,2023-11-15,136.53
2185,Sugar,Summer,37.31,47.38,2022-09-23,42.345
2186,Potato,Summer,20.27,39.03,2022-10-09,29.65
2187,Milk,Spring,41.83,65.81,2023-11-14,53.82
2188,Atta,Summer,35.53,50.28,2024-07-10,42.905
2189,Groundnut oil,Winter,195.58,217.08,2022-10-19,206.33
2190,Salt,Monsoon,20.71,34.74,2024-04-26,27.725
2191,Salt,Winter,13.79,14.04,2023-11-27,13.915
2192,Gram,Spring,52.99,66.45,2022-10-23,59.72
2193,Groundnut oil,Monsoon,143.77,187.22,2022-11-12,165.495
2194,Soya oil,Summer,203.49,229.42,2023-01-15,216.45499999999998
2195,Sugar,Monsoon,41.01,58.55,2024-06-08,49.78
2196,Atta,Monsoon,38.76,51.95,2023-10-04,45.355000000000004
2197,Tea,Winter,104.34,153.85,2023-08-09,129.095
2198,Gram,Spring,62.48,77.04,2024-07-13,69.76
2199,Salt,Monsoon,10.07,32.86,2022-08-26,21.465
